id ,CourseID,email,Name,phone
57,B057,Rocco@trent.ca,Rocco,2673371626
58,B058,Hugo@trent.ca,Hugo,2815002494
59,B059,Kaiden@trent.ca,Kaiden,2480985099
60,B060,Makai@trent.ca,Makai,2329572922
61,B061,Karson@trent.ca,Karson,3327399621
62,B062,Trenton@trent.ca,Trenton,2335251043
63,B063,Nickolas@trent.ca,Nickolas,3179313781
64,B064,Phillip@trent.ca,Phillip,2263173477
65,B065,Rey@trent.ca,Rey,2773400909
66,B066,Kash@trent.ca,Kash,3061448614
67,B067,Emiliano@trent.ca,Emiliano,2448808206
68,B068,Jensen@trent.ca,Jensen,3112257812
69,B069,Ryker@trent.ca,Ryker,2886244405
70,B070,Julian@trent.ca,Julian,2672599358
71,B071,Gerald@trent.ca,Gerald,2987166256
72,B072,Abraham@trent.ca,Abraham,2477193369
73,B073,Ernest@trent.ca,Ernest,3210383364
74,B074,Darnell@trent.ca,Darnell,2715003478
75,B075,Allen@trent.ca,Allen,2896129042
76,B076,Gael@trent.ca,Gael,3290627437
77,B077,Luis@trent.ca,Luis,2841872069
78,B078,Brendon@trent.ca,Brendon,2995832408
79,B079,Alec@trent.ca,Alec,2823696548
80,B080,Finnegan@trent.ca,Finnegan,3307827185
81,B081,Kale@trent.ca,Kale,2670367781
82,B082,Kieran@trent.ca,Kieran,3116008725
83,B083,Kellen@trent.ca,Kellen,2686112705
84,B084,Alvaro@trent.ca,Alvaro,2461235173
85,B085,Jacoby@trent.ca,Jacoby,2422477363
86,B086,Marquis@trent.ca,Marquis,2919090019
87,B087,Ryan@trent.ca,Ryan,2873761415
88,B088,Jayce@trent.ca,Jayce,3170284642
89,B089,Yosef@trent.ca,Yosef,2361218216
90,B090,Francisco@trent.ca,Francisco,2596614726
91,B091,Peter@trent.ca,Peter,3261997621
92,B092,Gunnar@trent.ca,Gunnar,3025860788
93,B093,George@trent.ca,George,2305608961
94,B094,Teagan@trent.ca,Teagan,3161071575
95,B095,Gordon@trent.ca,Gordon,3049544282
96,B096,Yael@trent.ca,Yael,2937413616
97,B097,Rylee@trent.ca,Rylee,3061705094
98,B098,Alan@trent.ca,Alan,2308634568
99,B099,Giovanny@trent.ca,Giovanny,3211191219
100,B0100,Kadyn@trent.ca,Kadyn,2395181723
101,B0101,Ean@trent.ca,Ean,2957306382
102,B0102,Julius@trent.ca,Julius,2678397862
103,B0103,Romeo@trent.ca,Romeo,2289249707
104,B0104,German@trent.ca,German,2515828071
105,B0105,Moises@trent.ca,Moises,2724863385
106,B0106,Chandler@trent.ca,Chandler,2506381165
107,B0107,Immanuel@trent.ca,Immanuel,3137321708
108,B0108,Leonardo@trent.ca,Leonardo,2562574883
109,B0109,Carlo@trent.ca,Carlo,3258576972
110,B0110,Abel@trent.ca,Abel,2671057107
111,B0111,Quintin@trent.ca,Quintin,3070438072
112,B0112,Augustus@trent.ca,Augustus,3327323215
113,B0113,Landyn@trent.ca,Landyn,2782319163
114,B0114,Corbin@trent.ca,Corbin,2465911183
115,B0115,Eugene@trent.ca,Eugene,2667503295
116,B0116,Mohammed@trent.ca,Mohammed,2243361779
117,B0117,Dominic@trent.ca,Dominic,2704803019
118,B0118,Omari@trent.ca,Omari,2446913845
119,B0119,Aryan@trent.ca,Aryan,2548590803
120,B0120,Kamren@trent.ca,Kamren,2585334245
121,B0121,Malik@trent.ca,Malik,2685174972
122,B0122,Jakobe@trent.ca,Jakobe,3055432711
123,B0123,Jaron@trent.ca,Jaron,2810960206
124,B0124,Rodolfo@trent.ca,Rodolfo,2608142775
125,B0125,Jakob@trent.ca,Jakob,2963669445
126,B0126,Jaylan@trent.ca,Jaylan,2410037844
127,B0127,Wilson@trent.ca,Wilson,3120385502
128,B0128,Timothy@trent.ca,Timothy,3311751935
129,B0129,Craig@trent.ca,Craig,2494821776
130,B0130,Efrain@trent.ca,Efrain,2360522454
131,B0131,Yandel@trent.ca,Yandel,2718489090
132,B0132,Lee@trent.ca,Lee,2361088475
133,B0133,Alvin@trent.ca,Alvin,2632757781
134,B0134,Zaiden@trent.ca,Zaiden,3048721153
135,B0135,Bentley@trent.ca,Bentley,3266715268
136,B0136,Austin@trent.ca,Austin,3206073563
137,B0137,Bryan@trent.ca,Bryan,2503712518
138,B0138,Chaim@trent.ca,Chaim,2823353942
139,B0139,Edwin@trent.ca,Edwin,2392238798
140,B0140,Myles@trent.ca,Myles,2636278437
141,B0141,Duncan@trent.ca,Duncan,2649063508
142,B0142,Arthur@trent.ca,Arthur,2410162212
143,B0143,Ethan@trent.ca,Ethan,3141598681
144,B0144,Kyson@trent.ca,Kyson,2423313081
145,B0145,Jeremy@trent.ca,Jeremy,2477243041
146,B0146,Lamar@trent.ca,Lamar,3077360264
147,B0147,Raphael@trent.ca,Raphael,3173064378
148,B0148,Rodrigo@trent.ca,Rodrigo,2462955538
149,B0149,Zackary@trent.ca,Zackary,2302693491
150,B0150,Nico@trent.ca,Nico,2604352072
151,B0151,Kolton@trent.ca,Kolton,2984236622
152,B0152,Marvin@trent.ca,Marvin,2817094305
153,B0153,Jaden@trent.ca,Jaden,2274552613
154,B0154,Yahir@trent.ca,Yahir,2380977241
155,B0155,Andre@trent.ca,Andre,2554934710
156,B0156,Brent@trent.ca,Brent,2495008054
157,B0157,Branden@trent.ca,Branden,2751445147
158,B0158,Brogan@trent.ca,Brogan,2824141471
159,B0159,Charles@trent.ca,Charles,2709251463
160,B0160,Josue@trent.ca,Josue,2593239235
161,B0161,Abdiel@trent.ca,Abdiel,2550501418
162,B0162,Bryson@trent.ca,Bryson,2498557311
163,B0163,Alex@trent.ca,Alex,2375872652
164,B0164,Luca@trent.ca,Luca,2755548024
165,B0165,Matthias@trent.ca,Matthias,2988524252
166,B0166,Jairo@trent.ca,Jairo,3312912848
167,B0167,Bronson@trent.ca,Bronson,2419031506
168,B0168,Ayden@trent.ca,Ayden,2819164344
169,B0169,Haiden@trent.ca,Haiden,2296637200
170,B0170,Jean@trent.ca,Jean,3265433109
171,B0171,Alexis@trent.ca,Alexis,3046018236
172,B0172,Gaven@trent.ca,Gaven,2647453539
173,B0173,Silas@trent.ca,Silas,2382324619
174,B0174,Ezekiel@trent.ca,Ezekiel,2766836128
175,B0175,Fletcher@trent.ca,Fletcher,2748771429
176,B0176,Micheal@trent.ca,Micheal,2512174824
177,B0177,Bo@trent.ca,Bo,2478963746
178,B0178,Davon@trent.ca,Davon,2796332500
179,B0179,Jared@trent.ca,Jared,2306738398
180,B0180,Aditya@trent.ca,Aditya,2869632158
181,B0181,Brodie@trent.ca,Brodie,3073860586
182,B0182,Kaleb@trent.ca,Kaleb,3047576468
183,B0183,Chace@trent.ca,Chace,3121465578
184,B0184,Damari@trent.ca,Damari,2640858586
185,B0185,Johnathan@trent.ca,Johnathan,3085879000
186,B0186,Ayaan@trent.ca,Ayaan,2463012748
187,B0187,Reagan@trent.ca,Reagan,2848040147
188,B0188,Ramiro@trent.ca,Ramiro,2489873309
189,B0189,Kameron@trent.ca,Kameron,2461886446
190,B0190,Coleman@trent.ca,Coleman,3136877498
191,B0191,Willie@trent.ca,Willie,2934555352
192,B0192,Giovanni@trent.ca,Giovanni,2984891965
193,B0193,Bennett@trent.ca,Bennett,2288540200
194,B0194,Alexzander@trent.ca,Alexzander,2600315373
195,B0195,Adrien@trent.ca,Adrien,2278210882
196,B0196,Ariel@trent.ca,Ariel,2480713490
197,B0197,Troy@trent.ca,Troy,2950182318
198,B0198,Darren@trent.ca,Darren,2319999280
199,B0199,Nicholas@trent.ca,Nicholas,3199932126
200,B0200,Weston@trent.ca,Weston,2743014636
201,B0201,Dylan@trent.ca,Dylan,2249245840
202,B0202,Sage@trent.ca,Sage,2955398792
203,B0203,Savion@trent.ca,Savion,2550720520
204,B0204,Harold@trent.ca,Harold,2858070954
205,B0205,Kelvin@trent.ca,Kelvin,3075929919
206,B0206,Henry@trent.ca,Henry,2862768064
207,B0207,Thomas@trent.ca,Thomas,3103441755
208,B0208,Nathen@trent.ca,Nathen,2723374603
209,B0209,Mike@trent.ca,Mike,3057869468
210,B0210,Toby@trent.ca,Toby,3283794220
211,B0211,Daniel@trent.ca,Daniel,2897864668
212,B0212,Reed@trent.ca,Reed,3062407251
213,B0213,Tyrell@trent.ca,Tyrell,3304768613
214,B0214,Ruben@trent.ca,Ruben,2724772147
215,B0215,John@trent.ca,John,2894480617
216,B0216,Jase@trent.ca,Jase,2783778547
217,B0217,Joaquin@trent.ca,Joaquin,3220824412
218,B0218,Lorenzo@trent.ca,Lorenzo,3107042024
219,B0219,Alfonso@trent.ca,Alfonso,2820627849
220,B0220,Franco@trent.ca,Franco,3277727518
221,B0221,Tanner@trent.ca,Tanner,2278121905
222,B0222,Andreas@trent.ca,Andreas,2462350226
223,B0223,Graham@trent.ca,Graham,2571829212
224,B0224,Keshawn@trent.ca,Keshawn,2911603861
225,B0225,Steve@trent.ca,Steve,3182594153
226,B0226,Callum@trent.ca,Callum,3257776678
227,B0227,Cade@trent.ca,Cade,3073135047
228,B0228,Tyler@trent.ca,Tyler,2439288150
229,B0229,Leland@trent.ca,Leland,2909495925
230,B0230,Donte@trent.ca,Donte,2975017544
231,B0231,Jayvon@trent.ca,Jayvon,2776313636
232,B0232,Clayton@trent.ca,Clayton,3277574316
233,B0233,Quinten@trent.ca,Quinten,3082085264
234,B0234,Dereon@trent.ca,Dereon,3227016912
235,B0235,Eliezer@trent.ca,Eliezer,2857837276
236,B0236,Grant@trent.ca,Grant,2291990727
237,B0237,Rudy@trent.ca,Rudy,2448673347
238,B0238,Trevor@trent.ca,Trevor,3248976155
239,B0239,Payton@trent.ca,Payton,2356440537
240,B0240,Jameson@trent.ca,Jameson,3319822663
241,B0241,Alberto@trent.ca,Alberto,2890504326
242,B0242,Pedro@trent.ca,Pedro,3050640651
243,B0243,Jacob@trent.ca,Jacob,2836465837
244,B0244,Sonny@trent.ca,Sonny,2694774644
245,B0245,Connor@trent.ca,Connor,3132726367
246,B0246,Walker@trent.ca,Walker,3084687988
247,B0247,Arjun@trent.ca,Arjun,2906485020
248,B0248,Gage@trent.ca,Gage,2414663657
249,B0249,Layne@trent.ca,Layne,2244126948
250,B0250,Cristian@trent.ca,Cristian,3194245599
251,B0251,Dominique@trent.ca,Dominique,2728456931
252,B0252,Rory@trent.ca,Rory,2532987868
253,B0253,Fernando@trent.ca,Fernando,2542772637
254,B0254,Zack@trent.ca,Zack,2739934784
255,B0255,Ross@trent.ca,Ross,3076510488
256,B0256,Joseph@trent.ca,Joseph,2746057261
257,B0257,Titus@trent.ca,Titus,3118660135
258,B0258,Rishi@trent.ca,Rishi,2840042063
259,B0259,Jaylen@trent.ca,Jaylen,2546325293
260,B0260,Giancarlo@trent.ca,Giancarlo,3100714749
261,B0261,Travis@trent.ca,Travis,3063175062
262,B0262,Terrell@trent.ca,Terrell,2808676989
263,B0263,Braydon@trent.ca,Braydon,2398243917
264,B0264,Carson@trent.ca,Carson,3041295914
265,B0265,Deon@trent.ca,Deon,3214121702
266,B0266,Deven@trent.ca,Deven,2812756253
267,B0267,Jan@trent.ca,Jan,2350800032
268,B0268,Jaydin@trent.ca,Jaydin,3315040064
269,B0269,Braeden@trent.ca,Braeden,2339887243
270,B0270,Jesse@trent.ca,Jesse,2378246716
271,B0271,Sawyer@trent.ca,Sawyer,2426286115
272,B0272,Jessie@trent.ca,Jessie,3229340209
273,B0273,Cayden@trent.ca,Cayden,2641382573
274,B0274,Rogelio@trent.ca,Rogelio,2992635239
275,B0275,Christopher@trent.ca,Christopher,2352978895
276,B0276,Aarav@trent.ca,Aarav,3068673200
277,B0277,Manuel@trent.ca,Manuel,2467979114
278,B0278,Uriah@trent.ca,Uriah,2674075810
279,B0279,Enzo@trent.ca,Enzo,3271913472
280,B0280,Brenton@trent.ca,Brenton,2578226199
281,B0281,Jerry@trent.ca,Jerry,2334851183
282,B0282,Cale@trent.ca,Cale,3230309773
283,B0283,Deangelo@trent.ca,Deangelo,3246314036
284,B0284,Maxwell@trent.ca,Maxwell,2416244518
285,B0285,Conor@trent.ca,Conor,2582821998
286,B0286,Maximus@trent.ca,Maximus,2567827312
287,B0287,Asher@trent.ca,Asher,2773395077
288,B0288,Kristopher@trent.ca,Kristopher,3034634653
289,B0289,London@trent.ca,London,2893556691
290,B0290,Braiden@trent.ca,Braiden,2611605738
291,B0291,Rowan@trent.ca,Rowan,2484574759
292,B0292,Angel@trent.ca,Angel,2345142314
293,B0293,Christian@trent.ca,Christian,3140523331
294,B0294,Hugh@trent.ca,Hugh,2602576132
295,B0295,Charlie@trent.ca,Charlie,2491193209
296,B0296,Boston@trent.ca,Boston,3099823749
297,B0297,Addison@trent.ca,Addison,2830666065
298,B0298,Michael@trent.ca,Michael,3309283203
299,B0299,Joshua@trent.ca,Joshua,2499711067
300,B0300,Ronan@trent.ca,Ronan,3159536073
301,B0301,Aden@trent.ca,Aden,2673201241
302,B0302,Samson@trent.ca,Samson,2244240029
303,B0303,Zion@trent.ca,Zion,2771970826
304,B0304,Lukas@trent.ca,Lukas,2298348849
305,B0305,Jorden@trent.ca,Jorden,3267025072
306,B0306,Nicolas@trent.ca,Nicolas,3314237808
307,B0307,Felix@trent.ca,Felix,2686874799
308,B0308,Darian@trent.ca,Darian,2339565121
309,B0309,Darien@trent.ca,Darien,2526911801
310,B0310,Alijah@trent.ca,Alijah,3124018479
311,B0311,Joel@trent.ca,Joel,2736440577
312,B0312,Leroy@trent.ca,Leroy,3240437174
313,B0313,Colin@trent.ca,Colin,3048757953
314,B0314,Logan@trent.ca,Logan,2616476962
315,B0315,Keaton@trent.ca,Keaton,2817188704
316,B0316,Tyson@trent.ca,Tyson,2904338799
317,B0317,Blake@trent.ca,Blake,3145596571
318,B0318,Matteo@trent.ca,Matteo,2425484379
319,B0319,Jonas@trent.ca,Jonas,2434979389
320,B0320,Dax@trent.ca,Dax,3001107856
321,B0321,Dane@trent.ca,Dane,2991182765
322,B0322,Isaias@trent.ca,Isaias,3239516750
323,B0323,Luke@trent.ca,Luke,2483298346
324,B0324,Davian@trent.ca,Davian,2474060093
325,B0325,Jay@trent.ca,Jay,2408863272
326,B0326,Dante@trent.ca,Dante,3069975389
327,B0327,James@trent.ca,James,2470487185
328,B0328,Maddox@trent.ca,Maddox,2483572229
329,B0329,Tobias@trent.ca,Tobias,2673521577
330,B0330,Seamus@trent.ca,Seamus,2698512125
331,B0331,Darryl@trent.ca,Darryl,2571629905
332,B0332,Erick@trent.ca,Erick,2393252640
333,B0333,Wade@trent.ca,Wade,2364745179
334,B0334,Leandro@trent.ca,Leandro,3187263154
335,B0335,Jimmy@trent.ca,Jimmy,3332413992
336,B0336,Miguel@trent.ca,Miguel,2712226332
337,B0337,Ethen@trent.ca,Ethen,2375551282
338,B0338,Lucian@trent.ca,Lucian,2952432543
339,B0339,Ignacio@trent.ca,Ignacio,2810833929
340,B0340,Miles@trent.ca,Miles,3221513917
341,B0341,Leonidas@trent.ca,Leonidas,3198585414
342,B0342,Dexter@trent.ca,Dexter,3191813722
343,B0343,Louis@trent.ca,Louis,2519211904
344,B0344,Dawson@trent.ca,Dawson,2833882175
345,B0345,Ezequiel@trent.ca,Ezequiel,3025118589
346,B0346,Zackery@trent.ca,Zackery,2753929363
347,B0347,Vance@trent.ca,Vance,3057004292
348,B0348,David@trent.ca,David,3175996745
349,B0349,Jerimiah@trent.ca,Jerimiah,2445858134
350,B0350,Ricky@trent.ca,Ricky,2396062108
351,B0351,Elijah@trent.ca,Elijah,2248691230
352,B0352,Jasper@trent.ca,Jasper,2661438465
353,B0353,Slade@trent.ca,Slade,2858776340
354,B0354,Jon@trent.ca,Jon,2689429315
355,B0355,Omar@trent.ca,Omar,2920707975
356,B0356,Shaun@trent.ca,Shaun,3054264388
357,B0357,Mathias@trent.ca,Mathias,3290072900
358,B0358,Andres@trent.ca,Andres,2925458420
359,B0359,Ahmed@trent.ca,Ahmed,3055760061
360,B0360,Gilberto@trent.ca,Gilberto,2871970510
361,B0361,Semaj@trent.ca,Semaj,3108909058
362,B0362,Easton@trent.ca,Easton,2479766795
363,B0363,Kasey@trent.ca,Kasey,2396415316
364,B0364,Hunter@trent.ca,Hunter,2555054273
365,B0365,Levi@trent.ca,Levi,2731352417
366,B0366,Dalton@trent.ca,Dalton,2311153301
367,B0367,Darius@trent.ca,Darius,3299248531
368,B0368,Kendall@trent.ca,Kendall,2915662527
369,B0369,Jaydan@trent.ca,Jaydan,3086271300
370,B0370,Krish@trent.ca,Krish,2611667358
371,B0371,Alejandro@trent.ca,Alejandro,3099365879
372,B0372,Tate@trent.ca,Tate,3192262654
373,B0373,Griffin@trent.ca,Griffin,2911273495
374,B0374,Cedric@trent.ca,Cedric,3080635403
375,B0375,Milo@trent.ca,Milo,2655074782
376,B0376,Derek@trent.ca,Derek,2525339581
377,B0377,Abram@trent.ca,Abram,3082418064
378,B0378,Milton@trent.ca,Milton,2648172733
379,B0379,Ben@trent.ca,Ben,3326015467
380,B0380,Kayden@trent.ca,Kayden,3275240774
381,B0381,Bridger@trent.ca,Bridger,2490673393
382,B0382,Peyton@trent.ca,Peyton,2388855396
383,B0383,Roman@trent.ca,Roman,2395231856
384,B0384,Lawson@trent.ca,Lawson,2994133597
385,B0385,Keith@trent.ca,Keith,2683173183
386,B0386,Thaddeus@trent.ca,Thaddeus,3288319829
387,B0387,Howard@trent.ca,Howard,2654210260
388,B0388,Muhammad@trent.ca,Muhammad,2928492284
389,B0389,Jadyn@trent.ca,Jadyn,3032677686
390,B0390,Sincere@trent.ca,Sincere,2787926958
391,B0391,Cannon@trent.ca,Cannon,3307630030
392,B0392,Tristian@trent.ca,Tristian,2444373993
393,B0393,Colton@trent.ca,Colton,2362058971
394,B0394,Dillan@trent.ca,Dillan,2857497481
395,B0395,Jayson@trent.ca,Jayson,3188122831
396,B0396,Melvin@trent.ca,Melvin,2957196284
397,B0397,Zaid@trent.ca,Zaid,2287651686
398,B0398,Asa@trent.ca,Asa,3289050676
399,B0399,Randy@trent.ca,Randy,2389607273
400,B0400,Jose@trent.ca,Jose,2921904162
401,B0401,Kian@trent.ca,Kian,3167055615
402,B0402,Branson@trent.ca,Branson,2521015317
403,B0403,Sammy@trent.ca,Sammy,2608540317
404,B0404,Adrian@trent.ca,Adrian,2753867568
405,B0405,Gianni@trent.ca,Gianni,3221220850
406,B0406,Rafael@trent.ca,Rafael,2370306271
407,B0407,Jamison@trent.ca,Jamison,3059031492
408,B0408,Patrick@trent.ca,Patrick,2983358606
409,B0409,Freddy@trent.ca,Freddy,2925169250
410,B0410,Billy@trent.ca,Billy,2568975509
411,B0411,Jaxon@trent.ca,Jaxon,2244650266
412,B0412,Grayson@trent.ca,Grayson,2719245341
413,B0413,Hezekiah@trent.ca,Hezekiah,2348728364
414,B0414,Joey@trent.ca,Joey,2639514990
415,B0415,Kareem@trent.ca,Kareem,2793584609
416,B0416,Kyler@trent.ca,Kyler,3055046354
417,B0417,Madden@trent.ca,Madden,3222620999
418,B0418,Arnav@trent.ca,Arnav,2398315044
419,B0419,Kade@trent.ca,Kade,2550137314
420,B0420,Jaeden@trent.ca,Jaeden,2503833140
421,B0421,Mathew@trent.ca,Mathew,2328386903
422,B0422,Reece@trent.ca,Reece,2694706729
423,B0423,Jace@trent.ca,Jace,2386596739
424,B0424,Santiago@trent.ca,Santiago,2230975807
425,B0425,Junior@trent.ca,Junior,2807358943
426,B0426,Adan@trent.ca,Adan,2651220092
427,B0427,Kamari@trent.ca,Kamari,3088624644
428,B0428,Lewis@trent.ca,Lewis,3320958533
429,B0429,Quentin@trent.ca,Quentin,2932048085
430,B0430,Neil@trent.ca,Neil,3113615329
431,B0431,Bradyn@trent.ca,Bradyn,2396687320
432,B0432,Pierce@trent.ca,Pierce,3233110814
433,B0433,Anthony@trent.ca,Anthony,2227260526
434,B0434,Simeon@trent.ca,Simeon,2691336049
435,B0435,Chase@trent.ca,Chase,3300162330
436,B0436,Jamal@trent.ca,Jamal,2859998399
437,B0437,Aydin@trent.ca,Aydin,2568068794
438,B0438,Isaac@trent.ca,Isaac,2670292581
439,B0439,Santos@trent.ca,Santos,2646247896
440,B0440,Brenden@trent.ca,Brenden,2534726352
441,B0441,Quinn@trent.ca,Quinn,2572949260
442,B0442,Damion@trent.ca,Damion,2432530343
443,B0443,Cullen@trent.ca,Cullen,2820463291
444,B0444,Jaime@trent.ca,Jaime,2717304175
445,B0445,Ishaan@trent.ca,Ishaan,2808531394
446,B0446,Marley@trent.ca,Marley,2265820086
447,B0447,Maxim@trent.ca,Maxim,3123801339
448,B0448,Coby@trent.ca,Coby,2925509488
449,B0449,Bailey@trent.ca,Bailey,2583038158
450,B0450,Justin@trent.ca,Justin,2257186763
451,B0451,Markus@trent.ca,Markus,2624588872
452,B0452,Collin@trent.ca,Collin,2984584416
453,B0453,Messiah@trent.ca,Messiah,3095296964
454,B0454,Dakota@trent.ca,Dakota,3226764389
455,B0455,Avery@trent.ca,Avery,2700827801
456,B0456,Kamron@trent.ca,Kamron,2741496026
457,B0457,Dale@trent.ca,Dale,3091834772
458,B0458,Warren@trent.ca,Warren,2816566561
459,B0459,Adolfo@trent.ca,Adolfo,2989007104
460,B0460,Axel@trent.ca,Axel,2245612536
461,B0461,Brody@trent.ca,Brody,3077148430
462,B0462,Justice@trent.ca,Justice,2458355275
463,B0463,Soren@trent.ca,Soren,2351425310
464,B0464,Paul@trent.ca,Paul,2927377380
465,B0465,Caden@trent.ca,Caden,2521764509
466,B0466,Cash@trent.ca,Cash,2339103961
467,B0467,Emerson@trent.ca,Emerson,2321503395
468,B0468,Marc@trent.ca,Marc,2621016586
469,B0469,Carmelo@trent.ca,Carmelo,2530280585
470,B0470,Gunner@trent.ca,Gunner,2772699018
471,B0471,Isai@trent.ca,Isai,3174284390
472,B0472,Spencer@trent.ca,Spencer,2265379270
473,B0473,Russell@trent.ca,Russell,2956102716
474,B0474,Alonso@trent.ca,Alonso,2683615524
475,B0475,Grady@trent.ca,Grady,2297310931
476,B0476,Donovan@trent.ca,Donovan,3112019348
477,B0477,Albert@trent.ca,Albert,2425505185
478,B0478,Eric@trent.ca,Eric,2545672972
479,B0479,Riley@trent.ca,Riley,3127566755
480,B0480,Octavio@trent.ca,Octavio,2493802395
481,B0481,Lennon@trent.ca,Lennon,3272050175
482,B0482,Conner@trent.ca,Conner,2318846748
483,B0483,Lane@trent.ca,Lane,2795385261
484,B0484,Fabian@trent.ca,Fabian,2549552138
485,B0485,Kobe@trent.ca,Kobe,3205538795
486,B0486,Aedan@trent.ca,Aedan,2467257975
487,B0487,Bernard@trent.ca,Bernard,3331722991
488,B0488,Tucker@trent.ca,Tucker,3093870872
489,B0489,Jabari@trent.ca,Jabari,2758631253
490,B0490,Theodore@trent.ca,Theodore,2466335241
491,B0491,Kingston@trent.ca,Kingston,2628746079
492,B0492,Ari@trent.ca,Ari,2621832743
493,B0493,Chris@trent.ca,Chris,3280186553
494,B0494,Shamar@trent.ca,Shamar,2983399195
495,B0495,Devan@trent.ca,Devan,2850839463
496,B0496,Sam@trent.ca,Sam,2467978901
497,B0497,Damien@trent.ca,Damien,2255004762
498,B0498,Trystan@trent.ca,Trystan,2921347376
499,B0499,Porter@trent.ca,Porter,2340587748
500,B0500,Lawrence@trent.ca,Lawrence,2842386654
501,A501,Mateo@trent.ca,Mateo,3247233477
502,A502,Sergio@trent.ca,Sergio,2971930108
503,A503,Royce@trent.ca,Royce,2251993437
504,A504,Cody@trent.ca,Cody,2510203477
505,A505,Lamont@trent.ca,Lamont,2344778147
506,A506,Keenan@trent.ca,Keenan,3233312004
507,A507,Josiah@trent.ca,Josiah,2282304562
508,A508,Brock@trent.ca,Brock,2931601707
509,A509,Moshe@trent.ca,Moshe,2735745475
510,A510,Colby@trent.ca,Colby,2695094024
511,A511,Amir@trent.ca,Amir,3186540314
512,A512,Dorian@trent.ca,Dorian,2736618118
513,A513,Ellis@trent.ca,Ellis,2864137261
514,A514,Carlos@trent.ca,Carlos,2982730273
515,A515,Beau@trent.ca,Beau,2800687376
516,A516,Caiden@trent.ca,Caiden,2807128877
517,A517,Robert@trent.ca,Robert,2601814423
518,A518,Ronin@trent.ca,Ronin,3237864947
519,A519,Zechariah@trent.ca,Zechariah,2626145188
520,A520,Noel@trent.ca,Noel,2642942034
521,A521,Broderick@trent.ca,Broderick,2703826404
522,A522,Hayden@trent.ca,Hayden,2947096701
523,A523,Reilly@trent.ca,Reilly,2528215602
524,A524,Landin@trent.ca,Landin,2878441469
525,A525,Skyler@trent.ca,Skyler,3262337574
526,A526,Pierre@trent.ca,Pierre,2696824460
527,A527,Yadiel@trent.ca,Yadiel,2886371589
528,A528,Sullivan@trent.ca,Sullivan,2345948760
529,A529,Houston@trent.ca,Houston,2496124698
530,A530,Harley@trent.ca,Harley,2559476713
531,A531,Holden@trent.ca,Holden,3270367805
